Student Name, Student ID, Time In, Time Out, Tutor Name, Tutor ID, Tutor Time In, Tutor Time Out, Class, Table
Kelly Morales, 005832948, 2020-04-07 15:03:24, 2020-04-07 15:14:07, Jill Herrera, 007980323, 2020-04-07 13:36:05, 2020-04-07 17:27:05, MATH 110 Single Variable Calculus I, 4
Joseph Bates, 008079936, 2020-04-07 14:47:23, 2020-04-07 15:46:04, Jill Herrera, 007980323, 2020-04-07 13:36:05, 2020-04-07 17:27:05, CPSC 366 Digital Logic Design II, 4
Sean Hendricks, 001594847, 2020-04-07 14:17:10, 2020-04-07 16:56:43, Jill Herrera, 007980323, 2020-04-07 13:36:05, 2020-04-07 17:27:05, MATH 303 Biostatistics, 4
Maureen Forbes, 004516501, 2020-04-07 14:12:25, 2020-04-07 15:38:01, Jill Herrera, 007980323, 2020-04-07 13:36:05, 2020-04-07 17:27:05, CPSC 358 Assistive Technology, 4
Kaitlyn Rodriguez, 008390004, 2020-04-01 10:43:07, 2020-04-01 12:37:41, Jill Herrera, 007980323, 2020-04-01 10:02:24, 2020-04-01 12:58:24, MATH 453 Foundations of Quantum Mechanics, 5
James Garner, 000734844, 2020-04-01 10:56:53, 2020-04-01 11:44:38, Jill Herrera, 007980323, 2020-04-01 10:02:24, 2020-04-01 12:58:24, CPSC 354 Programming Languages, 5
Kimberly Pugh, 009774509, 2020-04-01 10:52:31, 2020-04-01 11:00:48, Jill Herrera, 007980323, 2020-04-01 10:02:24, 2020-04-01 12:58:24, MATH 299 Individual Study, 5
Jose Bailey, 004151267, 2020-04-01 10:11:04, 2020-04-01 10:34:50, Jill Herrera, 007980323, 2020-04-01 10:02:24, 2020-04-01 12:58:24, CPSC 390 Artificial Intelligence, 5
Thomas Miller, 009328774, 2020-04-01 10:49:48, 2020-04-01 12:13:19, Jill Herrera, 007980323, 2020-04-01 10:02:24, 2020-04-01 12:58:24, CPSC 465 Integrated Circuit Design I, 5
Brian Santiago, 002804555, 2020-04-01 10:32:37, 2020-04-01 11:58:08, Jill Herrera, 007980323, 2020-04-01 10:02:24, 2020-04-01 12:58:24, MATH 098 Elementary Algebra, 5
Tammy Wilson, 004707235, 2020-04-10 15:35:49, 2020-04-10 15:37:12, Grant Mitchell, 007088454, 2020-04-10 14:23:15, 2020-04-10 15:52:15, MATH 291 Student-Faculty Research/Creative Activity, 9
Anthony Smith, 000676905, 2020-04-10 14:41:27, 2020-04-10 15:20:57, Grant Mitchell, 007088454, 2020-04-10 14:23:15, 2020-04-10 15:52:15, CPSC 230 Computer Science I, 9
Brian Garcia, 004327168, 2020-04-10 15:14:51, 2020-04-10 15:21:42, Grant Mitchell, 007088454, 2020-04-10 14:23:15, 2020-04-10 15:52:15, CPSC 355 Human Computer Interaction, 9
Laurie Cook, 000046894, 2020-04-10 14:56:23, 2020-04-10 15:35:32, Grant Mitchell, 007088454, 2020-04-10 14:23:15, 2020-04-10 15:52:15, CPSC 350 Data Structures and Algorithms, 9
John Mills, 009545308, 2020-04-10 14:38:01, 2020-04-10 15:18:18, Grant Mitchell, 007088454, 2020-04-10 14:23:15, 2020-04-10 15:52:15, MATH 260 Number Theory, 9
Anna Johnson, 000650831, 2020-04-10 15:32:34, 2020-04-10 15:36:42, Grant Mitchell, 007088454, 2020-04-10 14:23:15, 2020-04-10 15:52:15, CPSC 344 Level Design II, 9
Ryan Griffin, 005239787, 2020-04-22 13:19:22, 2020-04-22 13:33:28, Grant Mitchell, 007088454, 2020-04-22 10:56:38, 2020-04-22 14:12:38, CPSC 260 Introduction to Robotics, 2
Peter Brown, 002054543, 2020-04-22 11:35:18, 2020-04-22 12:00:22, Grant Mitchell, 007088454, 2020-04-22 10:56:38, 2020-04-22 14:12:38, CPSC 308 Enterprise Data Management, 2
Bob Ferguson, 001295920, 2020-04-22 14:08:44, 2020-04-22 14:11:26, Grant Mitchell, 007088454, 2020-04-22 10:56:38, 2020-04-22 14:12:38, MATH 250 Discrete Mathematics I, 2
Jacob Price, 002921228, 2020-04-22 11:15:44, 2020-04-22 12:59:32, Grant Mitchell, 007088454, 2020-04-22 10:56:38, 2020-04-22 14:12:38, MATH 111 Single Variable Calculus II, 2
Samantha Richardson, 005459039, 2020-04-22 13:02:20, 2020-04-22 13:54:28, Grant Mitchell, 007088454, 2020-04-22 10:56:38, 2020-04-22 14:12:38, CPSC 354 Programming Languages, 2
Robert Ward, 005519551, 2020-04-22 11:08:32, 2020-04-22 11:51:10, Grant Mitchell, 007088454, 2020-04-22 10:56:38, 2020-04-22 14:12:38, CPSC 453 Network Implementation and Security, 2
Jonathan Baker, 009891925, 2020-04-24 14:18:58, 2020-04-24 16:28:16, Stephanie King, 002382928, 2020-04-24 13:07:35, 2020-04-24 16:40:35, CPSC 242 Introduction to the Game Industry, 8
Jordan Gibbs, 002665152, 2020-04-24 14:22:01, 2020-04-24 15:25:03, Stephanie King, 002382928, 2020-04-24 13:07:35, 2020-04-24 16:40:35, MATH 350 Differential Equations, 8
Lori Gutierrez, 005715545, 2020-04-24 16:24:26, 2020-04-24 16:34:41, Stephanie King, 002382928, 2020-04-24 13:07:35, 2020-04-24 16:40:35, CPSC 355 Human Computer Interaction, 8
Donna Willis, 003329796, 2020-04-24 15:58:53, 2020-04-24 16:28:24, Stephanie King, 002382928, 2020-04-24 13:07:35, 2020-04-24 16:40:35, CPSC 430 Computational Economics, 8
Tanya Bradley, 003052076, 2020-04-24 14:36:45, 2020-04-24 14:47:22, Stephanie King, 002382928, 2020-04-24 13:07:35, 2020-04-24 16:40:35, CPSC 353 Data Communications and Computer Networks, 8
Aaron Page, 001064936, 2020-04-24 15:20:01, 2020-04-24 16:30:19, Stephanie King, 002382928, 2020-04-24 13:07:35, 2020-04-24 16:40:35, MATH 303 Biostatistics, 8
Sarah Brown, 006977966, 2020-04-07 10:37:42, 2020-04-07 11:17:47, Stephanie King, 002382928, 2020-04-07 10:18:17, 2020-04-07 12:05:17, MATH 104 Pre-Calculus Mathematics, 13
Erik Parrish, 002251897, 2020-04-07 11:58:16, 2020-04-07 12:04:43, Stephanie King, 002382928, 2020-04-07 10:18:17, 2020-04-07 12:05:17, CPSC 366 Digital Logic Design II, 13
Michelle Romero, 003240757, 2020-04-07 11:58:09, 2020-04-07 12:04:51, Stephanie King, 002382928, 2020-04-07 10:18:17, 2020-04-07 12:05:17, CPSC 408 Database Management, 13
Jamie Smith, 003490724, 2020-04-07 10:23:31, 2020-04-07 10:56:39, Stephanie King, 002382928, 2020-04-07 10:18:17, 2020-04-07 12:05:17, CPSC 380 Operating Systems, 13
Paul Dalton, 004963039, 2020-04-07 11:42:26, 2020-04-07 11:55:34, Stephanie King, 002382928, 2020-04-07 10:18:17, 2020-04-07 12:05:17, MATH 116 Calculus Part II: Optimization and Differential Equations, 13
Michael Sawyer, 009832697, 2020-04-07 11:03:15, 2020-04-07 12:04:51, Stephanie King, 002382928, 2020-04-07 10:18:17, 2020-04-07 12:05:17, MATH 099 Intermediate Algebra, 13
Randy Davies, 006542474, 2020-04-15 13:30:35, 2020-04-15 13:36:53, Stephanie King, 002382928, 2020-04-15 12:48:38, 2020-04-15 15:26:38, MATH 290 Independent Internship, 5
Jillian Decker, 003732770, 2020-04-15 15:09:58, 2020-04-15 15:12:46, Stephanie King, 002382928, 2020-04-15 12:48:38, 2020-04-15 15:26:38, MATH 360 Probability Theory, 5
Joseph Hernandez, 006384614, 2020-04-15 14:22:05, 2020-04-15 15:04:42, Stephanie King, 002382928, 2020-04-15 12:48:38, 2020-04-15 15:26:38, MATH 229 Experimental Course, 5
Brittany Moore, 003422539, 2020-04-15 14:20:05, 2020-04-15 15:11:02, Stephanie King, 002382928, 2020-04-15 12:48:38, 2020-04-15 15:26:38, CPSC 499 Individual Study, 5
Bruce Berry, 001249442, 2020-04-15 13:52:51, 2020-04-15 14:46:18, Stephanie King, 002382928, 2020-04-15 12:48:38, 2020-04-15 15:26:38, CPSC 390 Artificial Intelligence, 5
Alicia Green, 005164598, 2020-04-15 13:24:12, 2020-04-15 14:54:48, Stephanie King, 002382928, 2020-04-15 12:48:38, 2020-04-15 15:26:38, CPSC 499 Individual Study, 5
Timothy Stewart, 008800569, 2020-04-01 13:38:29, 2020-04-01 13:44:03, Stephanie King, 002382928, 2020-04-01 12:37:14, 2020-04-01 14:21:14, CPSC 290 Independent Internship, 1
Valerie Wright, 009316619, 2020-04-01 12:53:48, 2020-04-01 13:28:18, Stephanie King, 002382928, 2020-04-01 12:37:14, 2020-04-01 14:21:14, CPSC 406 Algorithm Analysis, 1
Madison Cochran, 008520026, 2020-04-01 13:26:47, 2020-04-01 13:48:27, Stephanie King, 002382928, 2020-04-01 12:37:14, 2020-04-01 14:21:14, MATH 260 Number Theory, 1
Sherry Reeves, 005589968, 2020-04-01 13:16:55, 2020-04-01 14:11:01, Stephanie King, 002382928, 2020-04-01 12:37:14, 2020-04-01 14:21:14, CPSC 329 Experimental Course, 1
Richard Williams, 001983358, 2020-04-01 14:13:29, 2020-04-01 14:18:10, Stephanie King, 002382928, 2020-04-01 12:37:14, 2020-04-01 14:21:14, MATH 280 Mathematics Tutoring, 1
Robert Morgan, 001053691, 2020-04-01 12:47:34, 2020-04-01 13:14:48, Stephanie King, 002382928, 2020-04-01 12:37:14, 2020-04-01 14:21:14, MATH 215 Introduction to Linear Algebra and Differential Equations, 1
William Jimenez, 003819554, 2020-04-16 15:41:52, 2020-04-16 15:43:43, Dakota Swanson, 002432366, 2020-04-16 14:56:52, 2020-04-16 16:02:52, CPSC 245 Unity Programming, 2
Danielle Casey, 003909146, 2020-04-16 15:07:07, 2020-04-16 15:37:42, Dakota Swanson, 002432366, 2020-04-16 14:56:52, 2020-04-16 16:02:52, MATH 380 Introduction to Abstract Algebra, 2
John French, 001551941, 2020-04-16 15:53:20, 2020-04-16 16:00:14, Dakota Swanson, 002432366, 2020-04-16 14:56:52, 2020-04-16 16:02:52, CPSC 220 Scientific Computing I, 2
Jeffrey Young, 009116725, 2020-04-16 15:08:23, 2020-04-16 15:37:42, Dakota Swanson, 002432366, 2020-04-16 14:56:52, 2020-04-16 16:02:52, MATH 111 Single Variable Calculus II, 2
Joe Melton, 000907788, 2020-04-16 16:00:18, 2020-04-16 16:02:23, Dakota Swanson, 002432366, 2020-04-16 14:56:52, 2020-04-16 16:02:52, MATH 199 Individual Study, 2
Shane Harris, 003915241, 2020-04-16 15:03:53, 2020-04-16 15:14:15, Dakota Swanson, 002432366, 2020-04-16 14:56:52, 2020-04-16 16:02:52, MATH 251 Discrete Mathematics II, 2
Adrian Griffin, 007139594, 2020-04-22 16:36:20, 2020-04-22 17:10:57, Dakota Swanson, 002432366, 2020-04-22 14:16:04, 2020-04-22 17:33:04, CPSC 430 Computational Economics, 13
Michael Johnson, 003634950, 2020-04-22 14:57:56, 2020-04-22 16:31:14, Dakota Swanson, 002432366, 2020-04-22 14:16:04, 2020-04-22 17:33:04, CPSC 250 Computer Systems and Assembly Language Programming, 13
Stephanie Turner, 000980006, 2020-04-22 15:44:15, 2020-04-22 16:42:00, Dakota Swanson, 002432366, 2020-04-22 14:16:04, 2020-04-22 17:33:04, CPSC 499 Individual Study, 13
Laura Williams, 005086164, 2020-04-22 17:23:50, 2020-04-22 17:26:43, Dakota Swanson, 002432366, 2020-04-22 14:16:04, 2020-04-22 17:33:04, MATH 120 Introduction to Cryptography: The Mathematics of Privacy, 13
Natalie Fox, 005005190, 2020-04-22 14:55:56, 2020-04-22 15:50:53, Dakota Swanson, 002432366, 2020-04-22 14:16:04, 2020-04-22 17:33:04, MATH 251 Discrete Mathematics II, 13
Robert Ramirez, 001980399, 2020-04-22 16:16:28, 2020-04-22 16:25:12, Dakota Swanson, 002432366, 2020-04-22 14:16:04, 2020-04-22 17:33:04, CPSC 352 Computer Architecture II, 13
Ryan Chambers, 006713312, 2020-04-02 15:20:33, 2020-04-02 15:28:47, Daniel Martinez, 002833794, 2020-04-02 14:43:04, 2020-04-02 15:43:04, MATH 220 Scientific Computing I, 8
Wanda Beck, 006493808, 2020-04-02 15:04:02, 2020-04-02 15:06:30, Daniel Martinez, 002833794, 2020-04-02 14:43:04, 2020-04-02 15:43:04, CPSC 370 Topics in Computer Science, 8
Brandy Wade, 002792046, 2020-04-02 14:48:42, 2020-04-02 15:20:05, Daniel Martinez, 002833794, 2020-04-02 14:43:04, 2020-04-02 15:43:04, CPSC 453 Network Implementation and Security, 8
Michelle Mason, 009658314, 2020-04-02 15:11:53, 2020-04-02 15:14:57, Daniel Martinez, 002833794, 2020-04-02 14:43:04, 2020-04-02 15:43:04, MATH 280 Mathematics Tutoring, 8
Kristin Morris, 005438644, 2020-04-02 15:09:12, 2020-04-02 15:42:11, Daniel Martinez, 002833794, 2020-04-02 14:43:04, 2020-04-02 15:43:04, MATH 303 Biostatistics, 8
John Hahn, 005314431, 2020-04-02 15:07:23, 2020-04-02 15:15:13, Daniel Martinez, 002833794, 2020-04-02 14:43:04, 2020-04-02 15:43:04, CPSC 491 Student-Faculty Research/Creative Activity, 8
Brenda Alvarez, 007348561, 2020-04-16 14:37:21, 2020-04-16 15:22:59, Daniel Martinez, 002833794, 2020-04-16 14:36:20, 2020-04-16 15:45:20, MATH 453 Foundations of Quantum Mechanics, 5
Peter Gonzalez, 001218440, 2020-04-16 15:43:25, 2020-04-16 15:45:11, Daniel Martinez, 002833794, 2020-04-16 14:36:20, 2020-04-16 15:45:20, CPSC 458 Web Engineering, 5
Linda James, 009206656, 2020-04-16 15:07:01, 2020-04-16 15:26:36, Daniel Martinez, 002833794, 2020-04-16 14:36:20, 2020-04-16 15:45:20, CPSC 406 Algorithm Analysis, 5
Edward Jensen, 004799010, 2020-04-16 15:35:52, 2020-04-16 15:36:05, Daniel Martinez, 002833794, 2020-04-16 14:36:20, 2020-04-16 15:45:20, MATH 110 Single Variable Calculus I, 5
Kelly Potter, 008325628, 2020-04-16 15:02:18, 2020-04-16 15:24:05, Daniel Martinez, 002833794, 2020-04-16 14:36:20, 2020-04-16 15:45:20, CPSC 393 Machine Learning, 5
John Smith, 007314293, 2020-04-16 14:44:34, 2020-04-16 15:32:04, Daniel Martinez, 002833794, 2020-04-16 14:36:20, 2020-04-16 15:45:20, MATH 451 Complex Analysis, 5
Jesse Archer, 006515078, 2020-04-21 16:06:57, 2020-04-21 16:31:55, Daniel Martinez, 002833794, 2020-04-21 14:55:37, 2020-04-21 18:25:37, CPSC 245 Unity Programming, 4
Michelle Black, 000677231, 2020-04-21 17:26:47, 2020-04-21 17:56:30, Daniel Martinez, 002833794, 2020-04-21 14:55:37, 2020-04-21 18:25:37, MATH 098 Elementary Algebra, 4
Joan Brown, 008386543, 2020-04-21 15:11:08, 2020-04-21 16:18:50, Daniel Martinez, 002833794, 2020-04-21 14:55:37, 2020-04-21 18:25:37, MATH 104 Pre-Calculus Mathematics, 4
Kimberly Woods, 004199217, 2020-04-21 16:55:27, 2020-04-21 17:53:10, Daniel Martinez, 002833794, 2020-04-21 14:55:37, 2020-04-21 18:25:37, CPSC 291 Student-Faculty Research/Creative Activity, 4
Russell Marquez, 004620822, 2020-04-21 15:18:28, 2020-04-21 15:19:30, Daniel Martinez, 002833794, 2020-04-21 14:55:37, 2020-04-21 18:25:37, CPSC 242 Introduction to the Game Industry, 4
Jerry Armstrong, 003498900, 2020-04-21 17:14:39, 2020-04-21 18:22:05, Daniel Martinez, 002833794, 2020-04-21 14:55:37, 2020-04-21 18:25:37, CPSC 352 Computer Architecture II, 4
Frank Perry, 002178112, 2020-04-14 12:27:46, 2020-04-14 12:35:50, Daniel Martinez, 002833794, 2020-04-14 11:23:50, 2020-04-14 12:37:50, CPSC 353 Data Communications and Computer Networks, 6
April Vance, 008455480, 2020-04-14 12:32:54, 2020-04-14 12:33:29, Daniel Martinez, 002833794, 2020-04-14 11:23:50, 2020-04-14 12:37:50, MATH 310 History of Mathematics, 6
Julie Bowen, 001619671, 2020-04-14 11:44:17, 2020-04-14 11:46:20, Daniel Martinez, 002833794, 2020-04-14 11:23:50, 2020-04-14 12:37:50, CPSC 246 The Unreal Game Engine, 6
Ronald Campbell, 002626805, 2020-04-14 12:02:24, 2020-04-14 12:11:01, Daniel Martinez, 002833794, 2020-04-14 11:23:50, 2020-04-14 12:37:50, MATH 250 Discrete Mathematics I, 6
Ann Flynn, 001978593, 2020-04-14 12:36:10, 2020-04-14 12:36:19, Daniel Martinez, 002833794, 2020-04-14 11:23:50, 2020-04-14 12:37:50, MATH 099 Intermediate Algebra, 6
Amber Ball, 000378628, 2020-04-14 12:11:33, 2020-04-14 12:14:40, Daniel Martinez, 002833794, 2020-04-14 11:23:50, 2020-04-14 12:37:50, CPSC 220 Scientific Computing I, 6
Erica Richardson, 000066802, 2020-04-10 14:46:23, 2020-04-10 15:16:41, Sara Peters, 004085462, 2020-04-10 14:08:49, 2020-04-10 18:04:49, MATH 399 Individual Study, 8
Jennifer Murphy, 003468592, 2020-04-10 17:51:22, 2020-04-10 17:56:51, Sara Peters, 004085462, 2020-04-10 14:08:49, 2020-04-10 18:04:49, CPSC 453 Network Implementation and Security, 8
Jennifer Young, 000664538, 2020-04-10 16:17:54, 2020-04-10 18:03:28, Sara Peters, 004085462, 2020-04-10 14:08:49, 2020-04-10 18:04:49, CPSC 329 Experimental Course, 8
Ethan Lopez, 009907334, 2020-04-10 15:26:38, 2020-04-10 15:50:28, Sara Peters, 004085462, 2020-04-10 14:08:49, 2020-04-10 18:04:49, CPSC 399 Individual Study, 8
Crystal Johnson, 003013666, 2020-04-10 17:10:53, 2020-04-10 18:04:02, Sara Peters, 004085462, 2020-04-10 14:08:49, 2020-04-10 18:04:49, CPSC 370 Topics in Computer Science, 8
Todd Rodriguez, 009440934, 2020-04-10 16:22:13, 2020-04-10 17:12:51, Sara Peters, 004085462, 2020-04-10 14:08:49, 2020-04-10 18:04:49, MATH 440 Topology, 8
Lorraine Rhodes, 001963737, 2020-03-27 10:39:07, 2020-03-27 13:37:54, Emily Norris, 001753990, 2020-03-27 10:35:49, 2020-03-27 14:24:49, CPSC 393 Machine Learning, 3
Shawn Heath, 006872208, 2020-03-27 12:43:14, 2020-03-27 12:49:22, Emily Norris, 001753990, 2020-03-27 10:35:49, 2020-03-27 14:24:49, CPSC 406 Algorithm Analysis, 3
Christine Reeves, 005219957, 2020-03-27 10:56:06, 2020-03-27 13:04:50, Emily Norris, 001753990, 2020-03-27 10:35:49, 2020-03-27 14:24:49, CPSC 298 Computer Science Colloquium, 3
Megan Graham, 006024484, 2020-03-27 11:18:35, 2020-03-27 12:06:48, Emily Norris, 001753990, 2020-03-27 10:35:49, 2020-03-27 14:24:49, CPSC 291 Student-Faculty Research/Creative Activity, 3
Gabrielle Richardson, 009071747, 2020-03-27 11:53:34, 2020-03-27 12:47:24, Emily Norris, 001753990, 2020-03-27 10:35:49, 2020-03-27 14:24:49, CPSC 285 Social and Ethical Issues in Computing, 3
Michael Brewer, 007914367, 2020-03-27 13:58:34, 2020-03-27 14:19:25, Emily Norris, 001753990, 2020-03-27 10:35:49, 2020-03-27 14:24:49, CPSC 353 Data Communications and Computer Networks, 3
Diana Thompson, 004939284, 2020-03-30 11:53:34, 2020-03-30 11:59:05, Emily Norris, 001753990, 2020-03-30 10:09:54, 2020-03-30 11:59:54, CPSC 344 Level Design II, 4
Joshua Smith, 000898787, 2020-03-30 10:50:21, 2020-03-30 10:57:53, Emily Norris, 001753990, 2020-03-30 10:09:54, 2020-03-30 11:59:54, CPSC 350 Data Structures and Algorithms, 4
John Townsend, 006546000, 2020-03-30 10:24:51, 2020-03-30 10:40:51, Emily Norris, 001753990, 2020-03-30 10:09:54, 2020-03-30 11:59:54, CPSC 358 Assistive Technology, 4
Joseph Smith, 001067931, 2020-03-30 11:55:21, 2020-03-30 11:57:49, Emily Norris, 001753990, 2020-03-30 10:09:54, 2020-03-30 11:59:54, MATH 451 Complex Analysis, 4
Samuel Fritz, 007901042, 2020-03-30 10:50:43, 2020-03-30 11:08:12, Emily Norris, 001753990, 2020-03-30 10:09:54, 2020-03-30 11:59:54, CPSC 246 The Unreal Game Engine, 4
Laurie Freeman, 002333800, 2020-03-30 10:37:59, 2020-03-30 11:51:30, Emily Norris, 001753990, 2020-03-30 10:09:54, 2020-03-30 11:59:54, MATH 120 Introduction to Cryptography: The Mathematics of Privacy, 4
Natalie Oliver, 001558389, 2020-04-03 14:58:47, 2020-04-03 15:43:57, Emily Norris, 001753990, 2020-04-03 13:45:52, 2020-04-03 15:54:52, CPSC 360 Computer Graphics, 8
Jacob Jones, 003884832, 2020-04-03 14:28:52, 2020-04-03 14:59:45, Emily Norris, 001753990, 2020-04-03 13:45:52, 2020-04-03 15:54:52, MATH 210 Multivariable Calculus, 8
Daniel Bernard, 004668482, 2020-04-03 15:36:48, 2020-04-03 15:43:00, Emily Norris, 001753990, 2020-04-03 13:45:52, 2020-04-03 15:54:52, CPSC 330L Lab - Digital Logic Design I, 8
Joseph Hopkins, 001206809, 2020-04-03 14:28:30, 2020-04-03 14:33:28, Emily Norris, 001753990, 2020-04-03 13:45:52, 2020-04-03 15:54:52, MATH 315 Linear Algebra II (Advanced Linear Algebra), 8
Jesus Wilcox, 009530000, 2020-04-03 14:18:44, 2020-04-03 15:04:29, Emily Norris, 001753990, 2020-04-03 13:45:52, 2020-04-03 15:54:52, CPSC 355 Human Computer Interaction, 8
Rodney Baker, 001144701, 2020-04-03 13:50:59, 2020-04-03 14:02:40, Emily Norris, 001753990, 2020-04-03 13:45:52, 2020-04-03 15:54:52, MATH 098 Elementary Algebra, 8
James Coleman, 005402753, 2020-04-10 11:13:12, 2020-04-10 13:06:02, Emily Norris, 001753990, 2020-04-10 10:35:44, 2020-04-10 13:50:44, CPSC 353 Data Communications and Computer Networks, 2
Christopher Huber, 008122938, 2020-04-10 12:39:52, 2020-04-10 13:16:02, Emily Norris, 001753990, 2020-04-10 10:35:44, 2020-04-10 13:50:44, MATH 109 Calculus with Applications in Business and Social Science, 2
Annette Mccarty, 008605379, 2020-04-10 12:31:56, 2020-04-10 13:39:21, Emily Norris, 001753990, 2020-04-10 10:35:44, 2020-04-10 13:50:44, MATH 370 Special Topics in Mathematics, 2
Matthew Nixon, 008173595, 2020-04-10 11:20:02, 2020-04-10 12:27:46, Emily Norris, 001753990, 2020-04-10 10:35:44, 2020-04-10 13:50:44, MATH 260 Number Theory, 2
Robert Allen, 009906156, 2020-04-10 12:50:27, 2020-04-10 12:54:23, Emily Norris, 001753990, 2020-04-10 10:35:44, 2020-04-10 13:50:44, CPSC 406 Algorithm Analysis, 2
Carlos Bennett, 005668433, 2020-04-10 10:35:51, 2020-04-10 13:36:50, Emily Norris, 001753990, 2020-04-10 10:35:44, 2020-04-10 13:50:44, CPSC 344 Level Design II, 2
Erica Alvarado, 005445627, 2020-04-16 13:39:52, 2020-04-16 14:27:56, Jared Lee, 005611989, 2020-04-16 10:58:14, 2020-04-16 14:32:14, CPSC 402 Compiler Construction, 1
Sarah Padilla, 002685510, 2020-04-16 13:10:25, 2020-04-16 13:31:23, Jared Lee, 005611989, 2020-04-16 10:58:14, 2020-04-16 14:32:14, MATH 215 Introduction to Linear Algebra and Differential Equations, 1
Brandon Hale, 005531459, 2020-04-16 11:20:39, 2020-04-16 14:19:21, Jared Lee, 005611989, 2020-04-16 10:58:14, 2020-04-16 14:32:14, CPSC 244 Level Design I, 1
John Harris, 008930771, 2020-04-16 12:22:58, 2020-04-16 12:58:30, Jared Lee, 005611989, 2020-04-16 10:58:14, 2020-04-16 14:32:14, CPSC 285 Social and Ethical Issues in Computing, 1
Melissa Smith, 009355044, 2020-04-16 11:56:32, 2020-04-16 13:37:19, Jared Lee, 005611989, 2020-04-16 10:58:14, 2020-04-16 14:32:14, CPSC 344 Level Design II, 1
Samantha Woodard, 009052616, 2020-04-16 12:10:27, 2020-04-16 14:21:14, Jared Lee, 005611989, 2020-04-16 10:58:14, 2020-04-16 14:32:14, CPSC 354 Programming Languages, 1
Brian Rodriguez, 000177038, 2020-04-14 12:27:48, 2020-04-14 14:37:00, Jared Lee, 005611989, 2020-04-14 11:45:21, 2020-04-14 15:19:21, CPSC 236 Visual Programming, 1
Robin Armstrong, 006162799, 2020-04-14 15:14:34, 2020-04-14 15:17:43, Jared Lee, 005611989, 2020-04-14 11:45:21, 2020-04-14 15:19:21, MATH 390 Introduction to Differential Geometry, 1
Gregory Terrell, 000809329, 2020-04-14 13:10:04, 2020-04-14 13:14:43, Jared Lee, 005611989, 2020-04-14 11:45:21, 2020-04-14 15:19:21, CPSC 230 Computer Science I, 1
Nicole Price, 007308087, 2020-04-14 14:45:02, 2020-04-14 15:14:19, Jared Lee, 005611989, 2020-04-14 11:45:21, 2020-04-14 15:19:21, CPSC 250 Computer Systems and Assembly Language Programming, 1
Barbara Pearson, 007599812, 2020-04-14 14:58:03, 2020-04-14 15:14:09, Jared Lee, 005611989, 2020-04-14 11:45:21, 2020-04-14 15:19:21, CPSC 320 Quantum Information Science, 1
Kathryn Arellano, 000777463, 2020-04-14 14:21:07, 2020-04-14 14:51:11, Jared Lee, 005611989, 2020-04-14 11:45:21, 2020-04-14 15:19:21, CPSC 242 Introduction to the Game Industry, 1
Patrick Brown, 008826914, 2020-04-10 14:09:14, 2020-04-10 14:36:49, Jared Lee, 005611989, 2020-04-10 14:00:36, 2020-04-10 15:02:36, CPSC 260 Introduction to Robotics, 9
Joseph Howard, 005626871, 2020-04-10 14:53:59, 2020-04-10 15:00:49, Jared Lee, 005611989, 2020-04-10 14:00:36, 2020-04-10 15:02:36, MATH 360 Probability Theory, 9
Sara Richardson, 005656403, 2020-04-10 14:54:06, 2020-04-10 14:58:47, Jared Lee, 005611989, 2020-04-10 14:00:36, 2020-04-10 15:02:36, CPSC 490 Independent Internship, 9
Ronald Wright, 001506639, 2020-04-10 14:09:52, 2020-04-10 14:21:13, Jared Lee, 005611989, 2020-04-10 14:00:36, 2020-04-10 15:02:36, CPSC 430 Computational Economics, 9
Jason Huynh, 006510341, 2020-04-10 14:41:33, 2020-04-10 14:58:42, Jared Lee, 005611989, 2020-04-10 14:00:36, 2020-04-10 15:02:36, CPSC 290 Independent Internship, 9
Rachel Petty, 003239654, 2020-04-10 14:28:02, 2020-04-10 14:45:44, Jared Lee, 005611989, 2020-04-10 14:00:36, 2020-04-10 15:02:36, CPSC 348 Software Engineering, 9
Kyle Ramos, 007027910, 2020-04-21 15:50:54, 2020-04-21 16:56:33, Jared Lee, 005611989, 2020-04-21 13:54:01, 2020-04-21 16:59:01, CPSC 357 iOS Application Development, 7
Derek Ayala, 004388254, 2020-04-21 16:37:01, 2020-04-21 16:53:48, Jared Lee, 005611989, 2020-04-21 13:54:01, 2020-04-21 16:59:01, MATH 450 Real Analysis, 7
Brooke Clark, 006457762, 2020-04-21 16:31:51, 2020-04-21 16:40:10, Jared Lee, 005611989, 2020-04-21 13:54:01, 2020-04-21 16:59:01, CPSC 453 Network Implementation and Security, 7
Connie Morris, 006670575, 2020-04-21 16:43:31, 2020-04-21 16:44:22, Jared Lee, 005611989, 2020-04-21 13:54:01, 2020-04-21 16:59:01, CPSC 406 Algorithm Analysis, 7
Cindy Richard, 005711844, 2020-04-21 15:56:58, 2020-04-21 16:25:10, Jared Lee, 005611989, 2020-04-21 13:54:01, 2020-04-21 16:59:01, CPSC 406 Algorithm Analysis, 7
Raymond Bell, 007157680, 2020-04-21 14:17:42, 2020-04-21 14:35:45, Jared Lee, 005611989, 2020-04-21 13:54:01, 2020-04-21 16:59:01, MATH 111 Single Variable Calculus II, 7
Jose Morgan, 003186180, 2020-04-22 11:59:14, 2020-04-22 12:59:15, Adam Schroeder, 000978963, 2020-04-22 10:19:01, 2020-04-22 13:59:01, CPSC 320 Quantum Information Science, 2
